--------------------------------------------------
	TERMINOS 	por Juan Cardona
--------------------------------------------------
TERMINO - FRECUENCIA - DF:
solidos - 9 - 4
tabla - 9 - 4
general - 9 - 4
quimicas - 9 - 4
usa - 9 - 4
volumen - 9 - 4
pesada - 9 - 3
corriente - 9 - 3
2na - 9 - 2
masa - 9 - 2
prepara - 9 - 2
nahco3 - 9 - 2
peroxido - 9 - 2
terrestre - 8 - 6
hcl - 8 - 6
importante - 8 - 6
vapor - 8 - 5
capa - 8 - 5
superficie - 8 - 5
pasar - 8 - 5
calcio - 8 - 4
diferencia - 8 - 4
haluros - 8 - 4
fabricacion - 8 - 4
electronica - 8 - 4
solubles - 8 - 4
ion - 8 - 4
carbonico - 8 - 3
sulfurico - 8 - 3
co3 - 8 - 2
solvay - 8 - 2
silice - 8 - 2
desprende - 7 - 6
grupo - 7 - 6
libera - 7 - 6
libre - 7 - 6
ambiente - 7 - 5
industria - 7 - 5
modo - 7 - 5
llama - 7 - 5
mercurio - 7 - 4
formando - 7 - 4
cao - 7 - 4
obtenerse - 7 - 4
tipos - 7 - 4
pasa - 7 - 4
densidad - 7 - 4
reduce - 7 - 4
insolubles - 7 - 4
calor - 7 - 4
formas - 7 - 4
bario - 7 - 4
caliza - 7 - 3
caso - 7 - 3
silicatos - 7 - 3
exceso - 7 - 3
liquidos - 7 - 3
calcico - 7 - 3
grafito - 7 - 3
oxidacion - 7 - 3
normal - 7 - 2
yoduro - 7 - 2
radiacion - 7 - 2
hulla - 7 - 1
cargas - 7 - 1
o2g - 7 - 1
berilio - 7 - 1
caracteristicas - 6 - 6
cl2 - 6 - 4
vacio - 6 - 4
estables - 6 - 4
utilizar - 6 - 4
calienta - 6 - 4
propiedad - 6 - 4
calentamiento - 6 - 4
metodos - 6 - 4
organicos - 6 - 4
material - 6 - 4
quimico - 6 - 4
nobles - 6 - 3
abundante - 6 - 3
productos - 6 - 3
soda - 6 - 3
boro - 6 - 3
elevado - 6 - 3
na2o - 6 - 3
soluciones - 6 - 3
metalico - 6 - 3
silicato - 6 - 3
incoloro - 6 - 3
electronegatividad - 6 - 3
covalente - 6 - 3
metalicos - 6 - 3
cristales - 6 - 3
presencia - 6 - 3
quimica - 6 - 3
presentan - 6 - 3
atomica - 6 - 2
valor - 6 - 2
polares - 6 - 2
disolventes - 6 - 2
na2so4 - 6 - 2
disolvente - 6 - 2
2cl - 6 - 2
rapidamente - 6 - 1
coordinacion - 6 - 1
diafragma - 6 - 1
reticular - 6 - 1
descomponen - 5 - 5
capas - 5 - 5
combina - 5 - 5
termica - 5 - 4
cantidades - 5 - 4
altas - 5 - 4
diversos - 5 - 4
llegar - 5 - 4
etc - 5 - 4
composicion - 5 - 4
producto - 5 - 4
fuertes - 5 - 4
equilibrio - 5 - 3
combinado - 5 - 3
inodoro - 5 - 3
solubilidad - 5 - 3
ionizacion - 5 - 3
concentrado - 5 - 3
velocidad - 5 - 3
siguientes - 5 - 3
condiciones - 5 - 3
mineral - 5 - 3
descomposicion - 5 - 3
horno - 5 - 3
mgo - 5 - 3
h2so4 - 5 - 3
funde - 5 - 3
combinacion - 5 - 2
medicina - 5 - 2
comportamiento - 5 - 2
cadenas - 5 - 2
separa - 5 - 2
destilacion - 5 - 2
carga - 5 - 2
no2 - 5 - 2
hco3 - 5 - 2
helio - 5 - 2
cristalinas - 5 - 2
arde - 5 - 2
base - 5 - 2
disuelve - 5 - 2
diamante - 5 - 2
descompone - 5 - 2
sosa - 5 - 2
bases - 5 - 2
amorfo - 5 - 2
bromuro - 5 - 2
transferencia - 5 - 2
accion - 5 - 2
tritio - 5 - 1
abundancia - 5 - 1
nuclear - 5 - 1
bioxido - 5 - 1
origen - 4 - 4
corteza - 4 - 4
conocen - 4 - 4
electrica - 4 - 4
contienen - 4 - 4
utilizado - 4 - 4
papel - 4 - 4
poseen - 4 - 4
resulta - 4 - 4
totalmente - 4 - 4
formandose - 4 - 4
llamada - 4 - 4
consiste - 4 - 3
relativamente - 4 - 3
preparar - 4 - 3
constituye - 4 - 3
moleculares - 4 - 3
efecto - 4 - 3
producir - 4 - 3
comportan - 4 - 3
halogenos - 4 - 3
periodica - 4 - 3
principales - 4 - 3
fisico - 4 - 3
variedades - 4 - 3
absorbe - 4 - 3
filtracion - 4 - 3
puntos - 4 - 3
color - 4 - 3
encuentran - 4 - 3
asbesto - 4 - 3
blanco - 4 - 3
cristalino - 4 - 3
fluoruro - 4 - 3
evapora - 4 - 3
serie - 4 - 3
electron - 4 - 3
dando - 4 - 3
mayoria - 4 - 3
formado - 4 - 3
cristal - 4 - 3
acuosa - 4 - 3
directamente - 4 - 3
emplea - 4 - 3
distintos - 4 - 3
electrodo - 4 - 3
llamado - 4 - 3
precipitado - 4 - 3
quimicos - 4 - 3
preparacion - 4 - 3
fluor - 4 - 3
minerales - 4 - 3
disoluciones - 4 - 2
clorato - 4 - 2
subproducto - 4 - 2
normales - 4 - 2
peso - 4 - 2
compartimiento - 4 - 2
ca2 - 4 - 2
puro - 4 - 2
na2o2 - 4 - 2
prima - 4 - 2
contrario - 4 - 2
par - 4 - 2
neon - 4 - 2
celula - 4 - 2
tratando - 4 - 2
fabricar - 4 - 2
saturada - 4 - 2
azul - 4 - 2
necesario - 4 - 2
gcm3 - 4 - 2
fase - 4 - 2
apagada - 4 - 2
uso - 4 - 2
directa - 4 - 2
energias - 4 - 2
argon - 4 - 2
hidruros - 4 - 2
producen - 4 - 2
deuterio - 4 - 1
8h2o - 4 - 1
hcooh - 4 - 1
2nh4 - 4 - 1
halogenuros - 4 - 1
distancia - 4 - 1
h4sio4 - 4 - 1
humo - 4 - 1
signo - 4 - 1
cesio - 4 - 1
disuelven - 4 - 1
silicico - 4 - 1
barita - 4 - 1
rubidio - 4 - 1
importantes - 3 - 3
constituidas - 3 - 3
higroscopico - 3 - 3
resto - 3 - 3
permite - 3 - 3
rayos - 3 - 3
proporcion - 3 - 3
debil - 3 - 3
3h2o - 3 - 3
establece - 3 - 3
reducir - 3 - 3
escapa - 3 - 3
cubre - 3 - 3
alta - 3 - 3
constituyen - 3 - 3
conoce - 3 - 3
precipita - 3 - 3
baja - 3 - 3
campana - 3 - 3
usos - 3 - 3
contenido - 3 - 3
reaccionar - 3 - 3
multiples - 3 - 3
jabones - 3 - 3
aguas - 3 - 3
mundo - 3 - 3
cuerpo - 3 - 3
actua - 3 - 3
bajas - 3 - 3
4oh - 3 - 3
organismos - 3 - 3
practicamente - 3 - 3
contacto - 3 - 3
comprende - 3 - 3
denomina - 3 - 3
obstante - 3 - 3
formada - 3 - 3
monoxido - 3 - 3
bajos - 3 - 3
superior - 3 - 3
rojo - 3 - 3
practica - 3 - 3
hidrolisis - 3 - 3
principal - 3 - 3
normalmente - 3 - 3
luz - 3 - 3
yacimientos - 3 - 3
piel - 3 - 3
hierve - 3 - 3
casos - 3 - 3
extrae - 3 - 3
fundir - 3 - 3
kripton - 3 - 2
ionicas - 3 - 2
constante - 3 - 2
dobles - 3 - 2
bano - 3 - 2
estabilidad - 3 - 2
atm - 3 - 2
salmuera - 3 - 2
nh4 - 3 - 2
nh3 - 3 - 2
sequedad - 3 - 2
plata - 3 - 2
estados - 3 - 2
importancia - 3 - 2
cristaliza - 3 - 2
posee - 3 - 2
kcalmol - 3 - 2
lavar - 3 - 2
menor - 3 - 2
elevada - 3 - 2
halla - 3 - 2
potasico - 3 - 2
inertes - 3 - 2
masas - 3 - 2
simplemente - 3 - 2
pot - 3 - 2
25oc - 3 - 2
peroxidos - 3 - 2
reaccionan - 3 - 2
laboratorio - 3 - 2
teoria - 3 - 2
estructuras - 3 - 2
leblanc - 3 - 2
2nh3 - 3 - 2
media - 3 - 2
purifica - 3 - 2
planeta - 3 - 2
correspondiente - 3 - 2
conduce - 3 - 2
decahidrato - 3 - 2
evitar - 3 - 2
vierte - 3 - 2
polvo - 3 - 2
ecuacion - 3 - 2
contiene - 3 - 2
reduccion - 3 - 2
cambios - 3 - 2
situados - 3 - 2
variedad - 3 - 2
humedad - 3 - 2
dificil - 3 - 2
300 - 3 - 2
pierde - 3 - 2
insipido - 3 - 2
2nahco3 - 3 - 2
rodeado - 3 - 2
anade - 3 - 2
disociacion - 3 - 2
hidroxidos - 3 - 2
alcalinos - 3 - 2
amonio - 3 - 2
simples - 3 - 2
considerarse - 3 - 2
purificada - 3 - 2
dura - 3 - 2
xenon - 3 - 2
absoluto - 3 - 1
3h2o2 - 3 - 1
orbitales - 3 - 1
bao - 3 - 1
spin - 3 - 1
coque - 3 - 1
h2co3 - 3 - 1
nitrato - 3 - 1
dipolar - 3 - 1
escala - 3 - 1
silanos - 3 - 1
ortosilicico - 3 - 1
potable - 3 - 1
aviones - 3 - 1
neutrones - 3 - 1
carbones - 3 - 1
fijo - 3 - 1
caustica - 3 - 1
radioactivo - 3 - 1
argumento - 3 - 1
polar - 3 - 1
arena - 3 - 1
celda - 3 - 1
cubica - 3 - 1
difusion - 3 - 1
constantes - 3 - 1
carnalita - 3 - 1
3he - 3 - 1
07414 - 3 - 1
manganeso - 3 - 1
13h - 3 - 1
negro - 3 - 1
orientacion - 3 - 1
x2co - 3 - 1
metano - 3 - 1
indice - 3 - 1
mno2 - 3 - 1
orbital - 3 - 1
bicarbonatos - 3 - 1
electricidad - 3 - 1
anodos - 3 - 1
vida - 3 - 1
nahso4 - 3 - 1
fotografia - 3 - 1
duro - 2 - 2
unico - 2 - 2
madera - 2 - 2
compacta - 2 - 2
sucede - 2 - 2
basico - 2 - 2
partes - 2 - 2
aspectos - 2 - 2
ligero - 2 - 2
oxida - 2 - 2
recoge - 2 - 2
sulfuro - 2 - 2
superoxidos - 2 - 2
miembros - 2 - 2
encontrar - 2 - 2
bromo - 2 - 2
inconveniente - 2 - 2
combustibles - 2 - 2
absorber - 2 - 2
menudo - 2 - 2
regular - 2 - 2
fabrica - 2 - 2
dependiendo - 2 - 2
licua - 2 - 2
combustion - 2 - 2
relativas - 2 - 2
plantas - 2 - 2
blancos - 2 - 2
lavoisier - 2 - 2
n2o - 2 - 2
relacion - 2 - 2
maxima - 2 - 2
construidas - 2 - 2
comparacion - 2 - 2
denso - 2 - 2
ultravioleta - 2 - 2
clase - 2 - 2
aumenta - 2 - 2
descarga - 2 - 2
sube - 2 - 2
mantiene - 2 - 2
disocia - 2 - 2
2nacl - 2 - 2
nucleo - 2 - 2
dejando - 2 - 2
inerte - 2 - 2
stassfurt - 2 - 2
magnesita - 2 - 2
concentrada - 2 - 2
dichos - 2 - 2
miembro - 2 - 2
petroleo - 2 - 2
sistemas - 2 - 2
pequeno - 2 - 2
cas - 2 - 2
atraccion - 2 - 2
hombre - 2 - 2
continuacion - 2 - 2
suspension - 2 - 2
introduce - 2 - 2
sol - 2 - 2
doble - 2 - 2
determinan - 2 - 2
100c - 2 - 2
hidratacion - 2 - 2
sabor - 2 - 2
procedimiento - 2 - 2
excepto - 2 - 2
aluminio - 2 - 2
humano - 2 - 2
ano - 2 - 2
intermedio - 2 - 2
sale - 2 - 2
electrolito - 2 - 2
unidos - 2 - 2
baratos - 2 - 2
ocurren - 2 - 2
atomico - 2 - 2
insoluble - 2 - 2
2hco3 - 2 - 2
obteniendose - 2 - 2
ciertos - 2 - 2
similar - 2 - 2
anhidridos - 2 - 2
calentarse - 2 - 2
pequenos - 2 - 2
lentas - 2 - 2
noble - 2 - 2
industrialmente - 2 - 2
adicion - 2 - 2
derecha - 2 - 2
lenta - 2 - 2
mol - 2 - 2
tubo - 2 - 2
mecanismo - 2 - 2
perfectamente - 2 - 2
jabon - 2 - 2
debiles - 2 - 2
caracter - 2 - 2
elemental - 2 - 2
azufre - 2 - 2
separan - 2 - 2
estructura - 2 - 2
electroliza - 2 - 2
corta - 2 - 2
descargan - 2 - 2
particular - 2 - 2
incolora - 2 - 2
obtienen - 2 - 2
sistema - 2 - 2
medio - 2 - 2
fundamental - 2 - 2
estudios - 2 - 2
excepcion - 2 - 2
mantener - 2 - 2
anhidrido - 2 - 2
na2sio3 - 2 - 2
nivel - 2 - 2
nube - 2 - 2
fuertemente - 2 - 2
facilmente - 2 - 2
aceites - 2 - 2
llamados - 2 - 2
gaseosa - 2 - 2
anos - 2 - 2
consumo - 2 - 2
fosiles - 2 - 2
existencia - 2 - 2
regla - 2 - 2
duras - 2 - 2
talco - 2 - 2
simbolo - 2 - 2
rompe - 2 - 2
liquida - 2 - 2
izquierda - 2 - 2
intervalo - 2 - 2
inmediatamente - 2 - 2
eliminar - 2 - 2
parcial - 2 - 2
pares - 2 - 2
familia - 2 - 2
necesita - 2 - 2
quimicamente - 2 - 2
longitud - 2 - 2
iguales - 2 - 2
claro - 2 - 2
conductividad - 2 - 2
mica - 2 - 2
factores - 2 - 2
unido - 2 - 2
fundente - 2 - 2
corroe - 2 - 2
putrefaccion - 2 - 2
favorece - 2 - 2
1700c - 2 - 2
alotropicas - 2 - 2
obtenida - 2 - 2
teoricamente - 2 - 2
diluidos - 2 - 2
tejidos - 2 - 2
formados - 2 - 2
nitrico - 2 - 2
electrodos - 2 - 2
elevados - 2 - 2
niquel - 2 - 2
cristalinos - 2 - 2
inferior - 2 - 2
tubos - 2 - 2
altera - 2 - 2
deshidrata - 2 - 2
mixtos - 2 - 2
resultado - 2 - 2
electricamente - 2 - 2
fuerte - 2 - 2
clorhidrico - 2 - 2
consume - 2 - 2
deposito - 2 - 2
cierta - 2 - 2
desarrollo - 2 - 2
desapareados - 2 - 2
pertenecientes - 2 - 2
ceniza - 2 - 2
periodo - 2 - 2
separadas - 2 - 2
nuevamente - 2 - 2
arcilla - 2 - 1
cm3 - 2 - 1
titulado - 2 - 1
10n - 2 - 1
10e - 2 - 1
sustitucion - 2 - 1
2mno2 - 2 - 1
new - 2 - 1
analisis - 2 - 1
negativa - 2 - 1
fundidos - 2 - 1
vegetal - 2 - 1
silicanos - 2 - 1
carbonilo - 2 - 1
catalizador - 2 - 1
diferencias - 2 - 1
ho2 - 2 - 1
neto - 2 - 1
clo - 2 - 1
clk - 2 - 1
hidrogeno1 - 2 - 1
denominan - 2 - 1
series - 2 - 1
k2o2 - 2 - 1
acero - 2 - 1
industrial - 2 - 1
electronegativos - 2 - 1
lewis - 2 - 1
20oc - 2 - 1
elevadas - 2 - 1
al2o3 - 2 - 1
360 - 2 - 1
anhidro - 2 - 1
desinfectante - 2 - 1
cacl2 - 2 - 1
mn2o7 - 2 - 1
air - 2 - 1
platino - 2 - 1
aparecen - 2 - 1
h2c2o4 - 2 - 1
covalencia - 2 - 1
isotopico - 2 - 1
consiguen - 2 - 1
diprotico - 2 - 1
disposicion - 2 - 1
so2 - 2 - 1
juntos - 2 - 1
turba - 2 - 1
cohesion - 2 - 1
cavendish - 2 - 1
1014 - 2 - 1
induccion - 2 - 1
positiva - 2 - 1
aplica - 2 - 1
1s2 - 2 - 1
pequena - 2 - 1
radon - 2 - 1
alquitran - 2 - 1
pura - 2 - 1
deshacer - 2 - 1
fundicion - 2 - 1
zno - 2 - 1
no3 - 2 - 1
recipiente - 2 - 1
10h2o - 2 - 1
separacion - 2 - 1
isotopo - 2 - 1
caro - 2 - 1
na2s - 2 - 1
angular - 2 - 1
vasijas - 2 - 1
conversion - 2 - 1
teflon - 2 - 1
concentracion - 2 - 1
marcador - 2 - 1
electrolitos - 2 - 1
rodean - 2 - 1
intercambio - 2 - 1
metalica - 2 - 1
licuado - 2 - 1
200c - 2 - 1
recristalizacion - 2 - 1
kjmol1 - 2 - 1
lechoso - 2 - 1
olor - 2 - 1
fraccionada - 2 - 1
mar - 2 - 1
naturales - 2 - 1
transporte - 2 - 1
velocidades - 2 - 1
waals - 2 - 1
electrovalencia - 2 - 1
comun - 2 - 1
electrostatica - 2 - 1
pedernal - 2 - 1
der - 2 - 1
inflammable - 2 - 1
basicos - 2 - 1
croh3 - 2 - 1
superoxido - 2 - 1
000143 - 2 - 1
alcoholes - 2 - 1
dihidrogeno - 2 - 1
estequiometricos - 2 - 1
lignito - 2 - 1
efectos - 2 - 1
redes - 2 - 1
1atm - 2 - 1
esmeralda - 2 - 1
dipolo - 2 - 1
conjunto - 2 - 1
yodato - 2 - 1
ruptura - 2 - 1
feldespato - 2 - 1
demanda - 2 - 1
limitado - 2 - 1
limitada - 2 - 1
305 - 2 - 1
puras - 2 - 1
2croh3 - 2 - 1
kcl - 2 - 1
intensas - 2 - 1
ejemplos - 2 - 1
numerosos - 2 - 1
ch4 - 2 - 1
2koh - 2 - 1
abundan - 2 - 1
calcina - 2 - 1
motor - 2 - 1
antracita - 2 - 1
supersonicos - 2 - 1
ch2 - 2 - 1
protio - 2 - 1
cinetico - 2 - 1
o2s - 2 - 1
cadena - 2 - 1
o22 - 2 - 1
pardo - 2 - 1
realiza - 2 - 1
apreciables - 2 - 1
facil - 2 - 1
compartido - 2 - 1
calderas - 2 - 1
inorganicos - 2 - 1
posibilidad - 2 - 1
centro - 2 - 1
reductor - 2 - 1
mg2 - 2 - 1
tetracloruro - 2 - 1
ingresa - 2 - 1
ganar - 2 - 1
triples - 2 - 1
flota - 2 - 1
conseguir - 2 - 1
deuteracion - 2 - 1
carbonizacion - 2 - 1
corrientes - 2 - 1
centrada - 2 - 1
gml - 2 - 1
mantienen - 2 - 1
2s2 - 2 - 1
obtuvo - 2 - 1
11h - 2 - 1
universo - 2 - 1
fundiendo - 2 - 1
bombas - 2 - 1
ingles - 2 - 1
electronegativo - 2 - 1
bao2 - 2 - 1
interacciones - 1 - 1
elespodumeno - 1 - 1
inversas - 1 - 1
determinadas - 1 - 1
influencia - 1 - 1
presente - 1 - 1
vuelan - 1 - 1
medida - 1 - 1
venenosos - 1 - 1
disilicico - 1 - 1
cf2n - 1 - 1
2li2os - 1 - 1
compacto - 1 - 1
compuesta - 1 - 1
electrolitico - 1 - 1
electrolitica - 1 - 1
fuego - 1 - 1
formico - 1 - 1
n2o5 - 1 - 1
descubierto - 1 - 1
comparticion - 1 - 1
2315 - 1 - 1
solution - 1 - 1
esqueletos - 1 - 1
hidrolitica - 1 - 1
298 - 1 - 1
c02 - 1 - 1
10o - 1 - 1
lustre - 1 - 1
consta - 1 - 1
enfriandolo - 1 - 1
2mno4 - 1 - 1
etapas - 1 - 1
enfrentan - 1 - 1
deshidratadas - 1 - 1
pata - 1 - 1
activo - 1 - 1
cl2g - 1 - 1
2k3fecn6 - 1 - 1
dilucidar - 1 - 1
100 - 1 - 1
k101014 - 1 - 1
exactamente - 1 - 1
ortocarbonico - 1 - 1
relacionada - 1 - 1
anular - 1 - 1
dativo - 1 - 1
2cro4 - 1 - 1
feo095 - 1 - 1
luminosa - 1 - 1
feo090 - 1 - 1
brk - 1 - 1
9322 - 1 - 1
negativo - 1 - 1
llenar - 1 - 1
redox - 1 - 1
encontramos - 1 - 1
solventes - 1 - 1
une - 1 - 1
continuar - 1 - 1
6803 - 1 - 1
reversible - 1 - 1
facilidad - 1 - 1
079 - 1 - 1
electrolizan - 1 - 1
destruir - 1 - 1
interposicion - 1 - 1
gasolina - 1 - 1
rocas - 1 - 1
escamas - 1 - 1
henry - 1 - 1
ernest - 1 - 1
disolviendo - 1 - 1
alquimico - 1 - 1
empieza - 1 - 1
eliminacion - 1 - 1
fluorita - 1 - 1
consigue - 1 - 1
desprendia - 1 - 1
553 - 1 - 1
siliceo - 1 - 1
derivados - 1 - 1
descompuesta - 1 - 1
pbo2 - 1 - 1
internos - 1 - 1
fluorsilicato - 1 - 1
glucina - 1 - 1
1173 - 1 - 1
si3o3alna - 1 - 1
mesa - 1 - 1
arco - 1 - 1
sio36al2be3 - 1 - 1
avalan - 1 - 1
paralelepipedo - 1 - 1
igualar - 1 - 1
catalizan - 1 - 1
mohos - 1 - 1
catalizar - 1 - 1
romper - 1 - 1
hidrocarburos - 1 - 1
839 - 1 - 1
cerrado - 1 - 1
elevar - 1 - 1
2fecn64 - 1 - 1
2fecn63 - 1 - 1
tamanos - 1 - 1
barato - 1 - 1
400 - 1 - 1
posiblemente - 1 - 1
barata - 1 - 1
constituyente - 1 - 1
downs - 1 - 1
hidrogeno3 - 1 - 1
hidrogeno2 - 1 - 1
oxidandose - 1 - 1
inservible - 1 - 1
pobre - 1 - 1
adicionales - 1 - 1
representa - 1 - 1
perfluorsulfonico - 1 - 1
extremos - 1 - 1
oxalico - 1 - 1
apolares - 1 - 1
estratosferico - 1 - 1
2kmno4 - 1 - 1
corona - 1 - 1
primeramente - 1 - 1
ordinarias - 1 - 1
porcelana - 1 - 1
0997 - 1 - 1
ombu - 1 - 1
abundantemente - 1 - 1
especies - 1 - 1
quedando - 1 - 1
estable - 1 - 1
ambientales - 1 - 1
identicos - 1 - 1
aislado - 1 - 1
restringido - 1 - 1
capaces - 1 - 1
regresa - 1 - 1
utilidades - 1 - 1
alterar - 1 - 1
actuales - 1 - 1
100000 - 1 - 1
rapidez - 1 - 1
4oc - 1 - 1
0197 - 1 - 1
realidad - 1 - 1
1000c - 1 - 1
bromhidrico - 1 - 1
encenderse - 1 - 1
174 - 1 - 1
0117 - 1 - 1
bituminosa - 1 - 1
2nas - 1 - 1
clbrco - 1 - 1
cemento - 1 - 1
exento - 1 - 1
652 - 1 - 1
john - 1 - 1
quinta - 1 - 1
continuamente - 1 - 1
grises - 1 - 1
paso - 1 - 1
ligeramente - 1 - 1
catodico - 1 - 1
agitacion - 1 - 1
tacto - 1 - 1
200oc - 1 - 1
neutro - 1 - 1
domestico - 1 - 1
final - 1 - 1
berzelius - 1 - 1
estrellas - 1 - 1
flame - 1 - 1
basado - 1 - 1
mina - 1 - 1
carbonicos - 1 - 1
siliciuros - 1 - 1
polimero - 1 - 1
calentarlos - 1 - 1
avion - 1 - 1
dipolares - 1 - 1
h6si2o7 - 1 - 1
benceno - 1 - 1
fracciona - 1 - 1
georges - 1 - 1
consumen - 1 - 1
alimento - 1 - 1
vertices - 1 - 1
cambio - 1 - 1
1766 - 1 - 1
1140 - 1 - 1
recomiendan - 1 - 1
inversamente - 1 - 1
radio - 1 - 1
compartirlos - 1 - 1
filtra - 1 - 1
depositado - 1 - 1
claude - 1 - 1
simg2 - 1 - 1
aproximacion - 1 - 1
desaparecer - 1 - 1
voltios - 1 - 1
545 - 1 - 1
cariz - 1 - 1
presiones - 1 - 1
cuino - 1 - 1
descenso - 1 - 1
satura - 1 - 1
gelatinoso - 1 - 1
binarios - 1 - 1
17311810 - 1 - 1
1384 - 1 - 1
sentido - 1 - 1
ferrosilicio - 1 - 1
humedo - 1 - 1
utensilios - 1 - 1
quema - 1 - 1
ortosa - 1 - 1
romperse - 1 - 1
marcas - 1 - 1
xvi - 1 - 1
destruidos - 1 - 1
4he - 1 - 1
nicolas - 1 - 1
pyŒ - 1 - 1
vivos - 1 - 1
reemplazan - 1 - 1
moderador - 1 - 1
radiante - 1 - 1
magnetica - 1 - 1
concentran - 1 - 1
orto - 1 - 1
concluir - 1 - 1
fna - 1 - 1
china - 1 - 1
cok - 1 - 1
espuma - 1 - 1
estroncio - 1 - 1
saturar - 1 - 1
impurificada - 1 - 1
inodora - 1 - 1
precipitarse - 1 - 1
102 - 1 - 1
neutraliza - 1 - 1
trisilicico - 1 - 1
252 - 1 - 1
teorias - 1 - 1
mencionados - 1 - 1
sf6 - 1 - 1
minuciosos - 1 - 1
anhidra - 1 - 1
observar - 1 - 1
autooxidacion - 1 - 1
implica - 1 - 1
25c - 1 - 1
dirigen - 1 - 1
tetrafluoruro - 1 - 1
davy - 1 - 1
conclusiones - 1 - 1
fundida - 1 - 1
240300 - 1 - 1
conseguido - 1 - 1
remplaza - 1 - 1
servir - 1 - 1
violeta - 1 - 1
venenoso - 1 - 1
exterior - 1 - 1
anual - 1 - 1
abandonan - 1 - 1
alternan - 1 - 1
interreguladas - 1 - 1
vegetales - 1 - 1
clo3k - 1 - 1
silvina - 1 - 1
1608 - 1 - 1
espacios - 1 - 1
matafuegos - 1 - 1
campo - 1 - 1
1977 - 1 - 1
ardiendo - 1 - 1
maximo - 1 - 1
tratar - 1 - 1
the - 1 - 1
800 - 1 - 1
especialmente - 1 - 1
transforma - 1 - 1
fundamentales - 1 - 1
limite - 1 - 1
2840 - 1 - 1
mueve - 1 - 1
complejo - 1 - 1
clases - 1 - 1
compleja - 1 - 1
ambas - 1 - 1
adsorvido - 1 - 1
4h2o - 1 - 1
5279 - 1 - 1
recristaliza - 1 - 1
pantanosos - 1 - 1
amarillo - 1 - 1
perfecta - 1 - 1
alquibencenos - 1 - 1
2998 - 1 - 1
aprovechar - 1 - 1
minusculos - 1 - 1
tripulantes - 1 - 1
preparados - 1 - 1
si3h3 - 1 - 1
acidas - 1 - 1
sensiblemente - 1 - 1
variaciones - 1 - 1
reticulares - 1 - 1
deshidratado - 1 - 1
sueltos - 1 - 1
excluye - 1 - 1
densa - 1 - 1
alkilsilicio - 1 - 1
destruccion - 1 - 1
independiente - 1 - 1
fosfato - 1 - 1
uma - 1 - 1
refleja - 1 - 1
cf2cl2 - 1 - 1
